200 PA4-J-Output.txt
   -3.73    -3.34   -35.73	      -3.57    -3.30   -35.73	  0.159
  -22.47    11.66   -20.15	     -22.46    11.63   -20.17	  0.039
   -8.97     8.32    32.31	      -8.96     8.32    32.31	  0.008
    7.03    -6.28    63.34	       7.03    -6.27    63.32	  0.018
  -39.18     3.31   -26.80	     -39.05     3.22   -26.79	  0.155
   33.13     7.30    13.94	      33.14     7.30    13.95	  0.017
    9.86    25.64    11.30	       9.86    25.68    11.30	  0.043
   23.87     1.22   -28.55	      23.89     1.23   -28.52	  0.038
  -15.17   -12.74    -2.81	     -15.16   -12.74    -2.82	  0.006
  -39.80   -14.80   -14.43	     -39.80   -14.80   -14.43	  0.001
    7.61    -6.95    55.54	       7.63    -7.19    55.54	  0.242
   28.47    -9.53     0.74	      28.51    -9.63     0.78	  0.111
    0.48   -19.59   -24.93	       0.42   -19.57   -24.91	  0.068
   14.70    22.89    26.81	      14.71    22.96    26.82	  0.066
   -2.05    -5.67    61.57	      -2.01    -5.59    61.57	  0.086
   -3.63   -23.16   -33.87	      -3.65   -23.13   -33.86	  0.044
   13.78    -5.61    56.43	      13.74    -5.55    56.43	  0.072
  -31.45     9.31   -22.84	     -31.44     9.29   -22.85	  0.023
    7.34   -12.48     6.22	       7.34   -12.53     6.22	  0.051
  -12.47    -0.56    11.37	     -12.36    -0.54    11.34	  0.114
  -39.92   -10.94   -33.57	     -39.91   -10.93   -33.56	  0.016
    3.60    22.14    31.75	       3.61    22.26    31.78	  0.129
   22.56    -8.36     6.78	      22.58    -8.41     6.80	  0.057
  -15.58    13.64    22.42	     -15.68    13.60    22.43	  0.107
   12.87    -5.47    62.03	      12.92    -5.54    62.10	  0.113
  -39.21   -22.54   -20.76	     -39.15   -22.50   -20.77	  0.070
  -21.82   -29.66   -15.27	     -21.83   -29.75   -15.22	  0.095
    1.94    17.23     1.58	       2.07    17.14     1.64	  0.177
  -20.91   -11.27   -49.49	     -20.91   -11.28   -49.54	  0.051
  -30.43   -27.57   -15.63	     -30.44   -27.59   -15.62	  0.026
  -10.32   -21.55    -9.86	     -10.31   -21.50    -9.93	  0.085
   17.48    25.32   -15.36	      17.47    25.40   -15.36	  0.077
   16.75    -3.35    58.80	      16.79    -3.38    58.80	  0.049
   14.74    16.52    62.92	      14.74    16.52    62.91	  0.008
  -24.22   -10.87    -5.61	     -24.20   -10.87    -5.64	  0.036
  -40.42     1.08   -23.40	     -40.40     1.06   -23.40	  0.026
    6.22    21.82    -1.17	       6.19    21.84    -1.19	  0.041
   33.55    17.32     5.40	      33.51    17.29     5.39	  0.052
   28.32    -0.82    20.34	      28.27    -0.80    20.32	  0.053
    8.77     6.78   -15.65	       8.78     6.76   -15.62	  0.034
  -21.92    -5.00    -5.33	     -21.96    -4.98    -5.28	  0.068
  -20.56   -29.29   -14.42	     -20.57   -29.35   -14.38	  0.077
  -13.79   -31.43   -28.88	     -13.82   -31.34   -28.87	  0.091
  -43.37    -4.70   -22.53	     -43.29    -4.74   -22.54	  0.093
   -7.25    -9.91     6.44	      -7.31   -10.04     6.49	  0.149
   14.73    21.44    45.27	      14.78    21.55    45.27	  0.123
   38.11     4.41   -12.55	      38.18     4.42   -12.59	  0.076
   13.12    23.87   -11.77	      13.10    23.90   -11.78	  0.038
    5.55    24.10    20.66	       5.54    23.93    20.64	  0.177
   -4.16    15.52     8.20	      -4.08    15.42     8.28	  0.151
   28.52    10.43   -29.08	      28.55    10.46   -29.12	  0.061
  -22.24   -25.41   -42.91	     -22.21   -25.34   -42.85	  0.096
   11.07    19.76   -13.66	      11.15    19.73   -13.63	  0.083
  -16.29     2.30    -3.40	     -16.30     2.31    -3.40	  0.016
   30.24    19.97   -18.14	      30.18    19.93   -18.12	  0.072
  -43.27   -13.09   -22.84	     -43.37   -13.11   -22.82	  0.104
  -14.48   -27.98   -38.87	     -14.48   -27.98   -38.87	  0.000
    7.73    19.97    54.91	       7.63    20.28    54.95	  0.325
    2.39    -7.23    56.47	       2.40    -7.21    56.47	  0.022
   -3.96   -21.76   -36.12	      -4.00   -21.73   -36.09	  0.056
   18.75    20.81    34.02	      18.74    20.80    34.02	  0.015
   27.12    11.92    24.09	      27.11    11.91    24.09	  0.016
  -15.60   -24.83   -10.89	     -15.60   -24.83   -10.89	  0.001
   21.59    12.28    50.42	      21.64    12.30    50.43	  0.046
  -43.32    -9.71   -28.40	     -43.26    -9.68   -28.36	  0.076
   30.93     2.65   -27.36	      30.95     2.65   -27.37	  0.018
   12.80    -6.09    49.91	      12.80    -6.10    49.91	  0.009
   19.54    21.78   -27.74	      19.52    21.76   -27.69	  0.068
   11.46    21.23   -12.60	      11.40    21.25   -12.62	  0.060
    2.40    -5.29   -25.77	       2.40    -5.29   -25.76	  0.005
   27.94    17.32   -24.28	      27.94    17.32   -24.28	  0.002
   16.13    18.03    59.61	      16.09    17.97    59.61	  0.073
  -26.50   -18.76    -7.10	     -26.50   -18.76    -7.05	  0.056
   23.54     7.65    45.17	      23.39     7.64    45.16	  0.148
  -25.09    -2.74   -47.22	     -25.08    -2.74   -47.20	  0.029
   -7.08   -23.29   -13.97	      -7.10   -23.24   -14.00	  0.054
   25.78   -12.52    -5.29	      25.82   -12.61    -5.28	  0.094
   34.53     1.28   -22.08	      34.46     1.28   -22.04	  0.081
   24.80    24.10   -15.18	      24.79    24.08   -15.18	  0.022
   28.86    10.64   -28.79	      28.84    10.63   -28.78	  0.023
  -37.33     5.10   -25.15	     -37.31     5.08   -25.15	  0.028
   -6.76     3.60    54.29	      -6.77     3.60    54.29	  0.011
   -6.96     5.04    54.75	      -6.98     5.04    54.75	  0.014
   16.35    25.76   -11.62	      16.38    25.66   -11.60	  0.105
  -31.73    -9.05   -46.89	     -31.74    -9.05   -46.92	  0.034
  -15.66     3.72    -7.07	     -15.73     3.80    -7.04	  0.110
   28.00    22.54     0.72	      27.96    22.49     0.71	  0.065
   11.73     0.11   -21.11	      11.73     0.11   -21.12	  0.018
  -34.95     3.18   -14.87	     -34.88     3.07   -14.97	  0.162
   -1.48   -10.30    15.78	      -1.48   -10.34    15.79	  0.042
  -33.94   -13.50   -45.89	     -33.96   -13.51   -45.92	  0.034
   18.30    -6.37   -23.16	      18.31    -6.38   -23.14	  0.017
  -22.44   -27.18   -11.73	     -22.44   -27.17   -11.74	  0.011
  -40.25   -14.44   -14.89	     -40.20   -14.43   -14.92	  0.067
  -37.74   -11.86   -42.25	     -37.81   -11.86   -42.29	  0.088
  -21.53     8.54   -38.39	     -21.53     8.42   -38.32	  0.133
  -15.65     9.62   -36.14	     -15.63     9.68   -36.17	  0.070
  -21.52    -3.37   -47.39	     -21.54    -3.35   -47.44	  0.049
  -25.84   -26.19   -10.99	     -25.84   -26.20   -10.98	  0.014
   -9.12    17.11    39.11	      -9.09    17.11    39.07	  0.048
   34.59    -5.85   -14.08	      34.52    -5.80   -14.08	  0.081
   -5.43    12.05    59.87	      -5.26    11.93    59.85	  0.204
   -7.60    -6.54    17.65	      -7.55    -6.50    17.63	  0.073
  -29.52   -13.04    -6.04	     -29.52   -13.03    -6.06	  0.022
   31.00    18.46    10.13	      30.92    18.37    10.04	  0.151
    9.43    20.45    -9.41	       9.45    20.44    -9.40	  0.026
   21.75   -12.52    -1.55	      21.69   -12.41    -1.62	  0.143
  -25.98   -28.93   -14.94	     -26.00   -28.99   -14.92	  0.064
  -18.40    -7.77    -2.39	     -18.42    -7.77    -2.37	  0.026
   35.04     3.77    12.13	      35.06     3.77    12.14	  0.024
    3.15    18.59    60.86	       3.21    18.46    60.85	  0.148
   13.97    -0.03    63.00	      13.97    -0.03    63.00	  0.002
   -9.91   -29.73   -25.25	      -9.94   -29.68   -25.26	  0.059
  -23.79   -12.42   -48.77	     -23.79   -12.41   -48.75	  0.024
   -4.02   -23.04   -16.76	      -4.07   -22.96   -16.79	  0.096
  -12.87   -23.49   -10.74	     -12.79   -23.58   -10.67	  0.134
  -23.36   -25.22    -9.96	     -23.36   -25.21    -9.97	  0.017
   33.80    14.57     9.94	      33.72    14.51     9.90	  0.102
   -9.07   -20.56   -43.25	      -9.08   -20.54   -43.23	  0.030
  -20.16    -3.60    -3.88	     -20.16    -3.60    -3.88	  0.003
   18.25    -7.91    13.24	      18.21    -7.74    13.19	  0.176
   10.30    21.76    40.94	      10.31    21.71    40.93	  0.049
   22.43    25.50     0.44	      22.41    25.46     0.44	  0.046
   24.05   -13.99    -6.46	      23.96   -13.85    -6.49	  0.166
  -43.23   -14.00   -22.89	     -43.22   -14.00   -22.89	  0.006
   20.33    -1.90    43.69	      20.44    -2.01    43.72	  0.153
   16.53     9.92   -23.73	      16.49     9.91   -23.74	  0.047
  -32.35   -22.74   -10.89	     -32.30   -22.67   -10.96	  0.118
   33.37    16.89     6.58	      33.41    16.93     6.60	  0.071
   -5.49    23.48    33.19	      -5.52    23.41    33.15	  0.087
  -11.24    21.40    34.16	     -11.27    21.45    34.19	  0.072
   17.08     7.54    63.13	      17.08     7.54    63.13	  0.004
    7.26    12.07    63.20	       7.26    12.07    63.22	  0.020
   29.31   -10.02    -5.00	      29.31   -10.02    -5.00	  0.007
   10.41    -3.42    63.36	      10.41    -3.42    63.35	  0.015
   32.55    16.92   -16.30	      32.54    16.91   -16.30	  0.012
  -29.41   -29.77   -18.87	     -29.40   -29.75   -18.88	  0.022
  -39.44     2.38   -29.50	     -39.48     2.41   -29.50	  0.048
   -2.86     8.88   -13.51	      -2.86     8.89   -13.51	  0.009
  -12.48     5.17     1.33	     -12.54     5.23     1.34	  0.089
    3.43    22.72     8.10	       3.38    22.79     8.07	  0.094
   36.65     1.46   -16.36	      36.66     1.46   -16.37	  0.020
   -9.94    25.05    25.14	      -9.91    24.92    25.14	  0.127
    3.13   -18.00   -13.60	       3.15   -18.03   -13.60	  0.040
   15.74    -5.96    28.71	      15.76    -6.12    28.72	  0.163
  -42.69   -17.05   -25.96	     -42.65   -17.03   -25.97	  0.045
   30.07    20.08     7.95	      30.17    20.19     7.96	  0.141
  -11.78     7.93   -35.57	     -11.77     7.96   -35.58	  0.035
   21.57    -7.51    10.94	      21.58    -7.56    10.95	  0.046
  -15.40    14.89    31.12	     -15.35    14.91    31.09	  0.059
    3.85    21.24     2.64	       3.88    21.23     2.65	  0.030
   28.48   -11.92   -14.65	      28.52   -11.98   -14.64	  0.073
   19.22    24.73    10.94	      19.20    24.68    10.93	  0.057
  -27.42   -29.37   -36.36	     -27.42   -29.39   -36.37	  0.027
   -1.25    23.37    30.41	      -1.25    23.37    30.41	  0.006
  -11.84   -18.23   -45.34	     -11.86   -18.22   -45.31	  0.038
   21.18     4.93    58.74	      21.18     4.93    58.74	  0.008
  -38.85    -1.94   -37.70	     -38.93    -1.92   -37.74	  0.097
   -0.36   -14.59   -34.54	      -0.41   -14.60   -34.53	  0.055
   15.11    19.45    54.72	      15.12    19.47    54.72	  0.022
  -20.30    -9.92   -49.15	     -20.32    -9.91   -49.18	  0.034
   39.33     2.52     3.97	      39.42     2.50     3.98	  0.088
    1.39    -4.00    63.46	       1.39    -4.00    63.45	  0.013
