200 PA4-H-Output.txt
   22.17     3.82    50.57	      22.17     3.82    50.57	  0.001
  -43.00    -6.54   -30.30	     -43.00    -6.54   -30.30	  0.001
   30.77    17.81    10.78	      30.77    17.81    10.78	  0.003
   26.97     7.67    27.86	      26.98     7.67    27.86	  0.009
   16.00     9.24   -20.71	      15.99     9.24   -20.71	  0.001
    8.83    -7.25    60.91	       8.83    -7.24    60.91	  0.001
  -15.24    21.03    24.02	     -15.24    21.03    24.02	  0.000
  -12.21     8.80   -33.59	     -12.21     8.80   -33.59	  0.001
   19.76    -6.32    18.72	      19.76    -6.32    18.72	  0.000
   -4.45    -1.19   -36.39	      -4.45    -1.19   -36.39	  0.001
  -13.24   -26.78   -40.00	     -13.24   -26.78   -40.00	  0.001
  -39.16   -11.75   -40.36	     -39.16   -11.75   -40.36	  0.002
    4.14    -8.33    23.94	       4.14    -8.33    23.94	  0.000
  -36.53     2.55   -36.67	     -36.53     2.55   -36.67	  0.002
   26.86    23.12   -10.73	      26.86    23.12   -10.73	  0.004
  -11.51   -15.37   -46.49	     -11.51   -15.37   -46.49	  0.001
   10.63    -6.39    34.42	      10.63    -6.38    34.42	  0.014
   17.52    -5.44    31.60	      17.52    -5.44    31.60	  0.000
   23.84   -10.59     0.19	      23.84   -10.59     0.19	  0.001
   19.03    -6.51   -23.52	      19.03    -6.51   -23.52	  0.003
   13.78    -9.95   -20.71	      13.78    -9.95   -20.71	  0.002
  -15.58    13.81    21.06	     -15.58    13.80    21.06	  0.008
    3.92    -9.32    18.91	       3.92    -9.32    18.91	  0.005
   24.77    24.08   -12.13	      24.77    24.08   -12.13	  0.001
   -3.09   -22.18   -16.88	      -3.08   -22.18   -16.87	  0.004
  -17.23     1.44    -3.51	     -17.23     1.44    -3.51	  0.005
  -30.87     5.78   -38.54	     -30.87     5.78   -38.54	  0.003
  -21.58     2.99   -11.99	     -21.58     2.99   -11.99	  0.003
    5.80   -12.90     3.84	       5.81   -12.89     3.84	  0.005
   39.43     7.52     4.52	      39.43     7.52     4.52	  0.005
   14.84    -5.61    38.72	      14.84    -5.61    38.72	  0.002
  -21.67    -9.73   -49.24	     -21.67    -9.73   -49.24	  0.002
   10.77   -16.39    -9.98	      10.77   -16.39    -9.98	  0.004
  -17.86   -31.92   -32.14	     -17.86   -31.93   -32.14	  0.004
   25.11   -10.88    -0.87	      25.11   -10.88    -0.87	  0.003
   16.78     8.45   -24.06	      16.79     8.45   -24.06	  0.002
  -15.88    19.86    27.37	     -15.88    19.86    27.37	  0.000
   -9.75    16.33    14.61	      -9.75    16.33    14.61	  0.000
   -6.98     5.13    53.77	      -6.97     5.13    53.77	  0.003
  -32.35     7.98   -20.54	     -32.35     7.98   -20.54	  0.004
  -22.59   -31.18   -35.07	     -22.59   -31.18   -35.07	  0.001
    5.88     1.04    63.36	       5.88     1.04    63.36	  0.001
   20.65     2.82    59.97	      20.64     2.83    59.97	  0.011
   21.63    12.65    49.61	      21.63    12.65    49.61	  0.002
  -11.23     7.28    10.46	     -11.22     7.28    10.46	  0.002
   12.54    16.89   -28.49	      12.54    16.89   -28.49	  0.003
  -11.98   -28.22   -16.90	     -11.98   -28.22   -16.90	  0.003
    0.35    18.58    49.97	       0.35    18.57    49.97	  0.007
   22.99     7.48    47.29	      22.99     7.48    47.29	  0.003
   33.68    11.73   -21.15	      33.68    11.73   -21.15	  0.001
  -23.32   -10.71   -49.31	     -23.32   -10.71   -49.31	  0.001
   14.55   -17.48    -8.43	      14.55   -17.49    -8.43	  0.010
  -42.83   -10.93   -19.48	     -42.83   -10.93   -19.48	  0.002
   -1.63    16.22    56.02	      -1.62    16.21    56.02	  0.009
   31.77    18.41     8.17	      31.77    18.41     8.17	  0.004
  -11.69     2.82    15.67	     -11.70     2.82    15.67	  0.006
   33.08    -5.97    -2.03	      33.09    -5.98    -2.03	  0.003
  -23.79     6.92   -40.53	     -23.79     6.92   -40.52	  0.002
    1.00   -10.75    14.40	       1.00   -10.75    14.40	  0.001
  -34.64    -0.71   -42.04	     -34.64    -0.71   -42.04	  0.003
   34.36    11.79    10.85	      34.36    11.79    10.85	  0.001
    8.45    -9.04   -22.87	       8.45    -9.04   -22.87	  0.001
   12.19    20.77   -19.01	      12.18    20.77   -19.01	  0.003
   38.91     2.00     6.98	      38.91     2.00     6.98	  0.003
   30.34    20.70    -1.54	      30.34    20.70    -1.54	  0.002
  -12.57   -28.99   -35.97	     -12.58   -28.98   -35.96	  0.008
   -6.42    10.96    47.20	      -6.43    10.96    47.20	  0.003
    4.36   -10.24   -24.70	       4.36   -10.24   -24.70	  0.000
   -0.53   -18.43   -10.30	      -0.53   -18.43   -10.30	  0.000
  -14.80    10.96   -21.96	     -14.80    10.96   -21.96	  0.003
  -39.55   -22.58   -28.87	     -39.55   -22.58   -28.88	  0.002
   -2.48   -15.02   -38.65	      -2.48   -15.02   -38.65	  0.001
   12.01   -15.45   -13.24	      12.01   -15.45   -13.24	  0.003
  -13.49     9.29   -33.90	     -13.49     9.29   -33.90	  0.004
   35.61     6.93    10.92	      35.61     6.93    10.92	  0.000
   39.33     6.56     6.44	      39.34     6.56     6.44	  0.002
   29.33    -1.57   -27.14	      29.33    -1.58   -27.14	  0.001
   31.21    19.34     6.98	      31.21    19.34     6.98	  0.003
  -30.99   -13.49   -46.62	     -30.99   -13.49   -46.62	  0.002
   -8.07     5.60    31.43	      -8.07     5.60    31.43	  0.001
   -4.32   -23.08   -16.69	      -4.32   -23.08   -16.69	  0.001
  -37.33     0.43   -15.32	     -37.34     0.43   -15.32	  0.007
  -12.06   -13.86   -47.10	     -12.06   -13.86   -47.11	  0.004
  -25.22    10.55   -32.75	     -25.21    10.54   -32.74	  0.011
   -7.02    12.63    42.84	      -7.02    12.63    42.84	  0.007
  -24.86     5.80   -41.23	     -24.86     5.80   -41.23	  0.002
  -42.72    -6.53   -18.65	     -42.72    -6.53   -18.65	  0.000
   18.56    -7.56    13.76	      18.56    -7.56    13.76	  0.001
   14.31    23.46    22.50	      14.31    23.46    22.51	  0.000
   35.16    13.77   -14.05	      35.16    13.78   -14.05	  0.006
   -2.63    -5.04    56.60	      -2.63    -5.04    56.60	  0.006
    1.56    11.43    -7.58	       1.56    11.43    -7.58	  0.001
   15.90   -10.93     6.52	      15.90   -10.93     6.52	  0.000
   20.93    15.22   -30.57	      20.93    15.22   -30.57	  0.000
   -6.76    -0.29   -39.76	      -6.76    -0.29   -39.76	  0.000
   -5.08     0.46   -34.06	      -5.07     0.47   -34.06	  0.007
   37.31    11.62    -7.41	      37.30    11.62    -7.41	  0.010
    0.78    -6.80    55.76	       0.78    -6.80    55.76	  0.002
  -32.70   -28.77   -31.50	     -32.70   -28.77   -31.50	  0.003
   15.29    21.36   -29.56	      15.29    21.36   -29.56	  0.000
   -6.70    10.78     4.14	      -6.70    10.78     4.14	  0.004
   -3.18    17.41     9.28	      -3.18    17.42     9.28	  0.007
  -15.63    20.54    24.51	     -15.63    20.54    24.51	  0.001
  -13.63    -1.84     7.41	     -13.63    -1.84     7.41	  0.003
   -4.54    10.34    62.15	      -4.54    10.34    62.15	  0.002
   30.57    18.57   -19.31	      30.57    18.57   -19.31	  0.003
  -11.87    10.05    16.32	     -11.87    10.05    16.32	  0.006
  -10.91     7.82    10.38	     -10.91     7.82    10.38	  0.004
    6.77    -7.28    55.85	       6.77    -7.28    55.85	  0.007
   35.04     3.44    12.17	      35.04     3.44    12.17	  0.001
   -0.76    -6.06    57.71	      -0.76    -6.06    57.71	  0.003
   35.50    11.33   -15.06	      35.50    11.33   -15.06	  0.000
   -0.72   -15.58    -4.64	      -0.72   -15.58    -4.64	  0.003
    1.59    19.03    48.90	       1.59    19.02    48.90	  0.011
   10.69   -13.77     3.04	      10.69   -13.77     3.04	  0.001
    8.80    -9.64    14.08	       8.80    -9.64    14.08	  0.002
   -4.17    13.90    56.93	      -4.17    13.90    56.93	  0.001
    1.09    -6.83    54.16	       1.09    -6.83    54.16	  0.005
  -25.19    -1.36   -46.94	     -25.19    -1.36   -46.94	  0.003
  -33.58     7.95   -23.20	     -33.58     7.95   -23.20	  0.002
   -1.96   -11.34     7.97	      -1.96   -11.34     7.97	  0.002
    4.47   -13.62     0.03	       4.47   -13.62     0.03	  0.000
   25.93     7.84   -30.34	      25.93     7.84   -30.34	  0.001
  -27.92   -31.33   -31.00	     -27.92   -31.34   -31.00	  0.000
  -22.50   -25.42   -42.67	     -22.50   -25.42   -42.67	  0.000
   18.16    17.35    52.18	      18.16    17.35    52.18	  0.004
  -36.62     0.83   -14.67	     -36.63     0.84   -14.66	  0.008
